M_TeamSatisfaction,M_MTSSatisfaction,M_TeamViability,M_MTSViability,M_TeamSatisfaction_SD,M_MTSSatisfaction_SD,M_TeamViability_SD,M_MTSViability_SD,M_Depletion,M_SelfEfficacy,M_PerceivedControl,M_PerceivedControl_SD,M_TMS,M_TeamStatusConflict,M_TeamStatusConflict_SD,M_MTSStatusConflict,M_MTSStatusConflict_SD,M_IndConfidence,M_IndConfidence_SD,M_TeamConfidence,M_TeamConfidence_SD,M_MTSConfidence,M_MTSConfidence_SD,M_TeamConfidence_VerticalDown,M_TeamConfidence_VerticalDown_SD,M_TeamConfidence_VerticalUp,M_TeamConfidence_VerticalUp_SD,M_TeamConfidence_VerticalDown_Squared,M_TeamConfidence_VerticalUp_Squared,M_PerformanceTot,M_PerformanceNeg,M_PerformancePos,M_LeadChangesTot,M_LeadChangesPos,M_LeadChangesNeg,M_BetweenTeamCoordinationIntegratedMissions,M_WithinTeamCoordination_Intel,M_WithinTeamCoordination_Ops,M_ConditionCommunication,M_ConditionStructure,MTS_ID
5.5,5.1,3.4333333333333336,3.3333333333333335,2.0015426149613136,1.1868622393979182,1.1444983806060527,0.7200822998230956,4.32,4.2,3.2666666666666666,0.7825251938515114,3.011111111111111,1.45,0.6433419688539594,1.6,1.3239251405490333,2.7,0.6749485577105528,3.0,0.816496580927726,3.0,0.816496580927726,3.0,0.0,3.25,1.25,9.0,10.5625,-66,-160,94,43,69,26,57,166,10,1.0,0.0,22
6.033333333333333,4.866666666666666,3.733333333333333,3.8,0.9355793082231506,1.853924765743485,1.1525602204346612,1.1243653902820905,5.38,4.25,3.7,0.760928607478397,3.3555555555555556,2.2,1.8700861536897764,3.15,2.0214131470610135,3.4,0.8432740427115678,3.9,0.7378647873726218,4.1,0.5676462121975467,3.5,0.25,4.125,0.125,12.25,17.015625,-2,-136,134,5,31,26,24,100,6,1.0,0.0,23
6.166666666666667,6.166666666666667,4.333333333333333,4.388888888888888,0.9795896894087643,0.9481507786158795,1.0249414863810764,0.7224164463005545,3.983333333333333,4.15625,3.527777777777778,0.5016806770082954,3.4907407407407405,1.8958333333333333,0.9912018263734488,1.3541666666666667,0.49380633548962993,3.3333333333333335,0.9847319278346619,3.8333333333333335,0.5773502691896257,3.75,0.7537783614444091,4.375,0.125,3.5,0.25,19.140625,12.25,-20,-120,100,5,27,22,11,138,23,1.0,0.0,24
5.138888888888888,5.472222222222222,3.777777777777778,3.9444444444444446,1.5139641812432496,1.4938144066387502,1.0083823763012802,0.9082487681884436,4.716666666666667,4.239583333333333,3.5833333333333335,0.9114867419815175,3.592592592592592,1.4791666666666667,0.8009818785072291,1.25,0.41286141192238524,3.6666666666666665,1.1547005383792515,3.8333333333333335,0.7177405625652734,3.9166666666666665,0.7929614610987591,4.25,0.25,3.75,0.25,18.0625,14.0625,-16,-96,80,40,55,15,19,158,8,0.0,0.0,25
5.666666666666667,5.416666666666667,4.055555555555555,4.0,1.435481125130547,1.5707233101891998,0.9082487681884435,0.7913675671030663,4.6000000000000005,4.28125,3.0,0.8040302522073698,3.1481481481481484,2.2083333333333335,1.397373076580308,1.7291666666666667,1.1748226816559737,3.3333333333333335,1.0730867399773196,3.1666666666666665,0.834847109936722,3.5,0.7977240352174657,3.75,0.0,3.125,0.125,14.0625,9.765625,26,-104,130,-3,22,25,39,34,4,0.0,0.0,26
5.111111111111112,5.166666666666667,3.861111111111111,3.527777777777778,1.6656562593797,1.4529663145135576,0.9151732554779383,1.1322484409291682,4.216666666666667,4.28125,3.638888888888889,0.9477067838462212,3.685185185185185,1.4166666666666667,0.5470305514707786,1.2083333333333333,0.38188130791298663,3.75,0.9653072991634227,4.166666666666667,0.8348471099367218,4.083333333333333,0.5149286505444373,4.25,0.0,4.375,0.125,18.0625,19.140625,76,-8,84,12,17,5,30,66,10,1.0,0.0,27
5.75,5.25,3.6944444444444446,3.8055555555555554,1.491558739958797,1.837460918295305,1.1142632057025357,1.2015001846036868,3.9,4.34375,3.5,0.9265990819042823,3.5462962962962963,2.0,0.7687061147858074,2.0,0.7760623217710851,3.4166666666666665,1.1645001528813153,4.0,0.6030226891555273,3.75,0.7537783614444091,3.625,0.125,4.0,0.25,13.140625,16.0,-10,-112,102,36,56,20,7,286,20,1.0,0.0,28
5.555555555555556,3.8611111111111107,4.055555555555555,3.4444444444444446,1.3731430681184993,2.3417956217413023,0.8857266985429447,1.1835004861314593,3.9166666666666665,4.0,3.3055555555555554,0.7311031285063581,3.3333333333333335,1.2916666666666667,0.5093816810307346,2.3541666666666665,1.9956154591017934,2.9166666666666665,1.1645001528813153,3.3333333333333335,0.6513389472789296,3.3333333333333335,0.9847319278346618,4.0,0.0,3.25,0.25,16.0,10.5625,16,-80,96,7,14,7,23,20,13,1.0,1.0,30
5.181818181818182,4.909090909090909,3.8181818181818183,3.696969696969697,1.5446224735703498,1.7002673586554233,1.0787197799411876,1.0588730430094637,5.054545454545455,4.1477272727272725,3.727272727272727,0.4670993664969139,3.6363636363636362,2.727272727272727,1.3012232007545124,2.8863636363636362,1.9823081129192441,3.5454545454545454,0.6875516509523286,3.909090909090909,0.7006490497453708,3.6363636363636362,0.9244162777371755,4.0,0.0,4.0,0.0,16.0,16.0,-58,-128,70,-7,28,35,55,54,1,0.0,1.0,31
5.861111111111111,6.0,4.305555555555555,4.333333333333333,1.3216024351645983,1.2060453783110543,0.7971962653712609,0.778498944161523,3.283333333333333,4.15625,3.777777777777778,0.5381099233077657,3.7407407407407405,2.375,1.730409830594528,2.2916666666666665,1.7895953495557355,4.166666666666667,0.7177405625652734,4.166666666666667,0.7177405625652733,4.166666666666667,0.7177405625652733,4.625,0.125,3.875,0.125,21.390625,15.015625,104,-48,152,13,34,21,37,90,12,0.0,1.0,32
6.181818181818182,4.090909090909091,4.515151515151515,3.1515151515151514,0.7507571935295484,0.9898474527915803,0.6030226891555273,1.1959527709332967,3.472727272727273,4.079545454545454,3.515151515151515,0.7049607769015924,3.6363636363636362,2.4545454545454546,1.6310203164667423,3.5681818181818183,1.597227711892191,3.8181818181818183,1.0787197799411874,4.0,0.7745966692414834,4.090909090909091,0.5393598899705938,4.0,0.0,4.041666666666666,0.2916666666666665,16.0,16.33506944444444,-30,-136,106,5,38,33,42,106,11,1.0,1.0,33
5.638888888888889,4.638888888888888,3.6111111111111107,3.4166666666666665,1.1322484409291684,1.5206214395074018,0.9082487681884435,1.045674109574462,5.633333333333333,4.21875,2.9166666666666665,0.7801191310215757,2.75,2.5208333333333335,1.8508546346992998,2.0208333333333335,1.3794693204492103,2.5833333333333335,1.3113721705515065,3.0,1.044465935734187,2.5,1.087114613009218,2.0,0.0,2.75,0.25,4.0,7.5625,-152,-232,80,0,2,2,25,154,13,1.0,1.0,34
5.555555555555556,4.833333333333333,3.8333333333333335,3.1666666666666665,1.653483212496194,1.403458930534474,1.0963668190985179,1.337115846843043,4.8,4.520833333333333,3.3611111111111107,0.8814397466282237,3.314814814814815,1.3333333333333333,0.606155295633258,1.4166666666666667,0.8812009711269908,2.8333333333333335,1.1934162828797101,4.0,0.7385489458759963,3.6666666666666665,1.1547005383792517,3.875,0.125,3.0,0.5,15.015625,9.0,2,-128,130,7,13,6,30,46,16,1.0,1.0,35
5.361111111111111,5.555555555555556,3.8611111111111107,3.6944444444444446,1.438702651650201,1.1576127763925812,0.8221471437193746,0.869904596340315,5.466666666666666,3.90625,3.75,0.8423751893283418,3.5462962962962963,2.9375,1.4187262212664888,2.4583333333333335,1.3933010725567818,3.8333333333333335,0.8348471099367218,4.0,0.7385489458759963,4.333333333333333,0.49236596391733095,3.875,0.125,4.25,0.0,15.015625,18.0625,-10,-96,86,0,11,11,63,14,0,0.0,1.0,36
4.888888888888888,5.083333333333333,3.6388888888888893,3.611111111111111,1.4861878107272337,1.1986945761405143,0.858214417574062,0.919302912601633,4.6000000000000005,4.239583333333333,3.9166666666666665,0.7124435118490149,3.638888888888889,1.8541666666666667,0.9198464133986849,1.75,1.0056657677198904,4.166666666666667,0.8348471099367218,4.166666666666667,0.8348471099367218,4.166666666666667,0.7177405625652734,4.375,0.125,3.75,0.25,19.140625,14.0625,-36,-152,116,-1,3,4,43,50,12,0.0,1.0,37
5.361111111111111,4.472222222222222,3.638888888888889,2.611111111111111,1.6046544253875428,1.6603415331593698,1.019589274934907,1.0809024786492851,5.8,4.010416666666667,3.388888888888889,0.8857266985429447,3.4907407407407405,1.5833333333333333,0.8940035929695274,1.4166666666666667,0.7411089152360969,3.4166666666666665,1.2401124093721454,3.5,1.0,3.75,0.9653072991634227,4.0,0.0,3.625,0.125,16.0,13.140625,-72,-176,104,41,63,22,18,140,15,1.0,1.0,38
5.666666666666667,4.909090909090909,3.757575757575758,3.606060606060606,1.0852547064066473,2.0390134275123737,0.9320337272260423,1.2544868965985152,4.2727272727272725,4.2727272727272725,3.4545454545454546,1.06742397358966,3.1212121212121215,3.2045454545454546,2.196070871517418,2.659090909090909,2.1014064554267198,3.272727272727273,1.348399724926484,3.272727272727273,1.4206272622267313,3.272727272727273,1.1037127426019047,3.166666666666667,0.16666666666666674,3.375,0.625,10.02777777777778,11.390625,-6,-72,66,40,45,5,28,120,14,1.0,1.0,39
5.583333333333333,5.055555555555555,3.8611111111111107,3.361111111111111,1.1731422020635975,1.3768162170830558,1.0679758380096391,0.8814397466282237,5.3999999999999995,4.25,3.4166666666666665,0.7124435118490149,3.111111111111111,2.2291666666666665,1.63574535878537,1.9375,1.2708488573319088,3.0833333333333335,1.164500152881315,3.5,0.9045340337332907,3.3333333333333335,0.9847319278346618,3.5,0.0,3.0,0.5,12.25,9.0,-70,-184,114,1,16,15,67,112,6,1.0,1.0,40
6.611111111111111,6.388888888888889,4.333333333333333,4.5,0.5655663708755322,0.8144321109212623,0.828775414010748,0.6435381994422819,2.9,4.208333333333333,3.8055555555555554,0.7844232692366188,4.018518518518518,1.5833333333333333,1.144817042415975,1.3125,0.6836150564861379,3.8333333333333335,1.1934162828797104,3.8333333333333335,1.2673044646258476,3.9166666666666665,1.0836246694508316,4.75,0.0,4.0,0.0,22.5625,16.0,48,-80,128,12,17,5,67,168,8,0.0,1.0,41
6.583333333333333,6.416666666666667,4.527777777777778,4.5,0.5149286505444373,0.6685579234215213,0.5016806770082956,0.6435381994422819,3.15,4.21875,3.6666666666666665,0.5504818825631803,3.8796296296296298,1.1458333333333333,0.3100281023430364,1.0833333333333333,0.28867513459481287,3.3333333333333335,0.7784989441615231,4.0,0.7385489458759964,4.083333333333333,0.6685579234215214,4.25,0.0,4.25,0.5,18.0625,18.0625,76,-72,148,16,28,12,23,50,9,0.0,1.0,42
5.666666666666667,5.194444444444445,4.333333333333333,3.8333333333333335,1.0824588545146514,1.4031590141018297,0.6195469181897234,0.7719841941125454,4.8500000000000005,4.166666666666667,3.1944444444444446,0.5016806770082956,3.611111111111111,1.8541666666666667,0.9738532494760961,1.8333333333333333,1.212310591266516,3.5833333333333335,0.90033663737852,3.5833333333333335,0.7929614610987591,3.5,0.9045340337332907,4.125,0.125,3.5,0.25,17.015625,12.25,-8,-88,80,-5,14,19,61,114,16,1.0,1.0,43
5.757575757575758,4.666666666666667,3.6363636363636362,3.393939393939394,0.8177327611676501,1.7448336437736536,1.0160330862345146,1.1815073406287395,4.8,3.9431818181818183,2.9393939393939394,0.8002524854094739,3.101010101010101,1.3409090909090908,0.6351449369310055,1.2954545454545454,0.430380381438644,2.8181818181818183,1.1677484162422844,3.0,0.894427190999916,2.8181818181818183,1.0787197799411874,3.6666666666666665,0.0,2.625,0.375,13.444444444444443,6.890625,94,-56,150,4,10,6,30,84,6,1.0,1.0,44
5.2,4.566666666666666,3.7666666666666666,3.5,1.8737959096740264,2.0187393695014992,1.1972189997378648,1.3630937940428112,3.9799999999999995,4.025,3.6666666666666665,0.31426968052735443,3.6222222222222222,1.725,1.1693421702440698,1.825,1.1609981337912076,3.7,0.6749485577105528,4.0,0.4714045207910317,3.9,0.5676462121975466,3.75,0.25,4.0,0.0,14.0625,16.0,52,-104,156,59,80,21,33,28,12,1.0,1.0,45
6.694444444444444,5.694444444444444,4.611111111111112,4.055555555555555,0.4371240568505021,1.1499524217942985,0.4889348004153919,0.9622504486493766,2.8166666666666664,4.114583333333333,3.5,0.6590473688161074,3.6296296296296298,1.6875,1.2206788349856068,2.2291666666666665,1.7368281347608834,3.75,1.2154310870109943,4.083333333333333,0.90033663737852,3.75,1.3568010505999362,4.5,0.0,3.75,1.0,20.25,14.0625,82,-48,130,1,9,8,42,156,11,1.0,1.0,46
6.484848484848484,6.484848484848484,4.7272727272727275,4.636363636363637,0.603022689155527,0.8480518375617845,0.5337119867948299,0.7371799939189504,2.5636363636363635,4.329545454545454,3.848484848484848,0.584306547468143,3.868686868686869,1.3636363636363635,0.43822991060110733,1.2727272727272727,0.4395245364957663,4.090909090909091,0.5393598899705937,4.090909090909091,0.5393598899705937,4.181818181818182,0.40451991747794536,4.0,0.0,4.0,0.5,16.0,16.0,78,-96,174,13,27,14,45,160,25,0.0,1.0,47
6.138888888888889,5.583333333333333,4.305555555555555,4.166666666666667,0.4133708031240485,0.6215815605080611,0.4133708031240485,0.3333333333333333,4.983333333333333,3.9375,3.472222222222222,0.5766208307818773,3.6666666666666665,1.5416666666666667,0.498102459947811,1.4166666666666667,0.5149286505444373,3.4166666666666665,0.6685579234215214,3.8333333333333335,0.5773502691896258,3.6666666666666665,0.6513389472789297,3.75,0.0,4.0,0.0,14.0625,16.0,116,-64,180,-8,18,26,26,6,23,0.0,1.0,48
5.555555555555556,5.222222222222222,4.305555555555555,3.9166666666666665,1.4793756076643243,0.9983150788368353,0.7447911148193194,0.7124435118490149,4.383333333333334,4.1875,3.4444444444444446,0.7698003589195008,3.4814814814814814,1.7708333333333333,1.0523692605763724,1.7291666666666667,0.9969175978834444,3.0833333333333335,1.0836246694508318,3.75,0.7537783614444091,3.75,0.9653072991634227,3.5,0.0,4.125,0.125,12.25,17.015625,6,-120,126,16,29,13,58,261,14,1.0,1.0,49
5.805555555555556,5.666666666666667,4.277777777777778,4.25,1.3216024351645983,1.0249414863810764,0.6641366132637478,0.6685579234215215,2.4499999999999997,4.447916666666667,3.5555555555555554,0.8328281296898501,3.7037037037037037,1.4166666666666667,0.6336522323129238,1.2291666666666667,0.3447385922256123,3.8333333333333335,0.8348471099367218,3.9166666666666665,0.5149286505444373,3.8333333333333335,0.9374368665610919,3.75,0.0,4.0,0.25,14.0625,16.0,68,-32,100,72,109,37,35,62,14,1.0,1.0,50
6.4,5.033333333333333,4.266666666666667,3.7,0.6992058987801011,1.3374935098492586,0.6992058987801009,0.6749485577105531,3.5799999999999996,4.2125,3.7,0.5079613089183317,3.3555555555555556,1.9,0.8096638534327413,2.175,0.8979142498033985,3.4,0.6992058987801009,3.7,0.8232726023485646,4.0,0.4714045207910318,3.833333333333333,0.16666666666666674,4.041666666666666,0.2916666666666665,14.694444444444443,16.33506944444444,54,-80,134,23,35,12,22,42,12,1.0,1.0,51
